id,title,venue,start_date,end_date,work_nos,docent_url,type,note_public
EX-2026-01,신해달 개인전,갤러리비브,2026-11-23,2026-11-29,"HD-2026-011,HD-2026-009,HD-2026-010",https://shinhaedal.art/docent/,개인전,
